SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,DATE,TOTALTRADES,ISIN
L&TFINANCE,Y1,1143.04,1144,1135,1143.99,1144,1135,635,724341.47,2021-06-16,15,INE027E07AU2
L&TFINANCE,Y5,1090,1094,1090,1094,1094,1090,50,54578,2021-06-16,8,INE027E07AY4
LAGNAM,SM,27.85,27.85,27.75,27.75,27.75,29.2,12000,333450,2021-06-16,4,INE548Z01017
LAKPRE,BZ,5.75,5.75,5.75,5.75,5.75,5.5,520,2990,2021-06-16,4,INE651C01018
LALPATHLAB,EQ,3197,3229.55,3135.5,3152.85,3146,3194.75,160937,512829814.6,2021-06-16,16691,INE600L01024
LAMBODHARA,EQ,69.45,82.9,69,82.9,82.9,69.1,940563,74778332.5,2021-06-16,6173,INE112F01022
LAOPALA,EQ,281.85,285,279.5,280.85,282,279.5,78266,22065456.65,2021-06-16,3489,INE059D01020
LASA,EQ,87.95,90.5,84.15,85.4,85,87.95,655856,57061215.55,2021-06-16,10491,INE670X01014
LAURUSLABS,EQ,623,625.75,616.8,618.7,619.2,623.3,1596785,991017017.1,2021-06-16,30878,INE947Q01028
LAXMICOT,SM,15.8,16.5,15.8,16.5,16.5,16,18000,289800,2021-06-16,3,INE801V01019
LAXMIMACH,EQ,6599.95,6600,6382.1,6421.75,6410,6526.85,4284,27729645.55,2021-06-16,1381,INE269B01029
LCCINFOTEC,BE,1.85,1.85,1.8,1.85,1.85,1.8,161621,298691.75,2021-06-16,112,INE938A01021
LEMONTREE,EQ,41.75,43.25,41,42.2,42.3,42,3359429,141563365.8,2021-06-16,11483,INE970X01018
LEXUS,SM,11.95,11.95,11.9,11.9,11.9,12.5,2000,23850,2021-06-16,2,INE500X01013
LFIC,EQ,84.7,84.7,80.45,81.8,81.6,82.1,788,64607.7,2021-06-16,96,INE850E01012
LGBBROSLTD,EQ,420.8,425.8,400.8,403.15,403,418.55,533165,218838608.7,2021-06-16,16610,INE337A01034
LGBFORGE,EQ,5.5,5.5,5.5,5.5,5.5,5.25,65417,359793.5,2021-06-16,39,INE201J01017
LIBAS,EQ,60.4,61.55,59.75,60.45,60.1,59.15,675024,40842080.65,2021-06-16,5337,INE908V01012
LIBERTSHOE,EQ,149.7,150.8,146.5,147.75,147.35,149.2,82318,12239342.05,2021-06-16,2233,INE557B01019
LICHSGFIN,EQ,507,517.2,492.55,495.05,493.5,521.7,13264071,6689014628,2021-06-16,173529,INE115A01026
LICNETFGSC,EQ,22.02,22.15,21.91,22.05,22,22.02,2978,65676.54,2021-06-16,139,INF767K01MV5
LICNETFN50,EQ,201.27,201.27,195.04,201.27,201.27,201.07,25,5012.59,2021-06-16,11,INF767K01OS7
LICNETFSEN,EQ,559.9,565,558.85,563.99,563.99,557.33,73,41157.71,2021-06-16,35,INF767K01OT5
LICNFNHGP,EQ,172,172,167.05,169.68,170,169.49,541,92137.71,2021-06-16,73,INF767K01PC8
LIKHITHA,EQ,433.4,448,416,433.5,435,431.05,292044,126699136.1,2021-06-16,14875,INE060901019
LINCOLN,EQ,312.85,317.6,308,309.85,309.5,310.8,284106,88695313.3,2021-06-16,7861,INE405C01035
LINCPEN,EQ,209.6,217.1,185,208.95,208.95,203.25,79942,16385908.6,2021-06-16,2743,INE802B01019
LINDEINDIA,EQ,1593,1632,1570,1589.55,1585,1581.1,138961,222499232.5,2021-06-16,11113,INE473A01011
LIQUIDBEES,EQ,1003.4,1003.4,998.45,1000,999.99,1000,1188095,1188101193,2021-06-16,3900,INF732E01037
LIQUIDETF,EQ,1000.01,1000.01,999.99,999.99,1000,1000,5932,5932006.93,2021-06-16,51,INF740KA1EU7
LODHA,EQ,710,718.05,674,681.8,679,708.85,487738,342335585.6,2021-06-16,20525,INE670K01029
LOKESHMACH,BE,55,55,50.45,53.75,51.05,53.1,95872,5051354.95,2021-06-16,427,INE397H01017
LOTUSEYE,EQ,44.95,45.85,44.65,44.85,45,45.2,9606,435220.95,2021-06-16,158,INE947I01017
LOVABLE,BE,123.75,125.3,121.5,122.15,121.55,123.6,17070,2096649.5,2021-06-16,339,INE597L01014
LPDC,EQ,4.05,4.05,4.05,4.05,4.05,3.9,12897,52232.85,2021-06-16,25,INE197J01017
LSIL,BE,3,3,3,3,3,2.9,914358,2743074,2021-06-16,504,INE093R01011
LT,EQ,1505.85,1516,1488,1490.9,1489.9,1510.8,1504791,2255604244,2021-06-16,75796,INE018A01030
LTI,EQ,4153.35,4247.85,4125,4209.5,4196,4153.35,505404,2124314259,2021-06-16,37237,INE214T01019
LTMFEOF2R,MF,17.34,17.34,17.34,17.34,17.34,17.35,1000,17340,2021-06-16,1,INF917K01ZT2
LTTS,EQ,2862,2899.8,2835,2844.55,2842.9,2859.45,146522,420555665.8,2021-06-16,12540,INE010V01017
LUMAXIND,EQ,1610.2,1610.2,1555.45,1566.9,1570,1602.15,9850,15547636,2021-06-16,1879,INE162B01018
LUMAXTECH,EQ,155.8,157.5,145.25,149.15,149.2,154.2,481847,72236075.45,2021-06-16,14663,INE872H01027
LUPIN,EQ,1190,1193.2,1173.3,1176.85,1174.1,1186.45,940258,1112551136,2021-06-16,25217,INE326A01037
LUXIND,EQ,3505,3535,3411,3433.25,3431,3502.05,48564,167878868.8,2021-06-16,7148,INE150G01020
LXCHEM,EQ,226.45,236,226,230.85,230.3,224.95,6166368,1430544285,2021-06-16,77465,INE576O01020
LYKALABS,BE,59.75,59.75,57.9,57.95,58,60.9,65142,3784694.3,2021-06-16,507,INE933A01014
LYPSAGEMS,EQ,5.7,5.7,5,5.3,5.4,5.5,49400,264150.55,2021-06-16,222,INE142K01011
M&M,EQ,808.8,821.85,801.6,806.15,804.45,808.6,3863280,3143558356,2021-06-16,82591,INE101A01026
M&MFIN,EQ,171.75,172.55,168.6,169.65,169.2,171.55,10330765,1764350250,2021-06-16,42949,INE774D01024
M&MFIN,N1,1178,1178,1178,1178,1178,1178,1,1178,2021-06-16,1,INE774D08LU6
M14RG,MF,11.9,11.9,11.9,11.9,11.9,11.9,5500,65450,2021-06-16,2,INF903JA1971
M15RD,MF,10.86,10.86,10.86,10.86,10.86,10.7,3000,32580,2021-06-16,1,INF903JA1AM8
M15RG,MF,10.9,10.9,10.9,10.9,10.9,10.8,5990,65291,2021-06-16,3,INF903JA1AL0
M17RD,MF,10.5,10.5,10.5,10.5,10.5,10.55,6798,71379,2021-06-16,1,INF903JA1BG8
M17RG,MF,10.5,10.5,10.5,10.5,10.5,10.5,39970,419685,2021-06-16,6,INF903JA1BF0
MAANALU,EQ,345.65,357.35,330,340.1,335.5,324.9,736538,254587596.5,2021-06-16,20844,INE215I01019
MACPOWER,EQ,141.9,145,135.45,138.1,138,138.25,45899,6452309.35,2021-06-16,810,INE155Z01011
MADHAV,EQ,59.95,59.95,57,57.7,57.65,58.35,24096,1394176.25,2021-06-16,447,INE925C01016
MADHUCON,EQ,6.45,6.45,6.05,6.15,6.1,6.25,190539,1182713.75,2021-06-16,435,INE378D01032
MADRASFERT,EQ,32.9,35.6,30.8,34.6,34.4,32.4,5270787,179918374.2,2021-06-16,13035,INE414A01015
MAESGETF,EQ,26.99,27.11,26.87,26.87,26.92,27.1,131966,3547764.39,2021-06-16,123,INF769K01GS9
MAFANG,EQ,50.2,51,50.01,50.46,50.1,50.6,591419,29747292.93,2021-06-16,1684,INF769K01HF4
MAGADSUGAR,EQ,263,266,254.1,257,255.05,262.85,75329,19570384.65,2021-06-16,2879,INE347W01011
MAGMA,BE,159,159,152,153.15,153.45,156.75,293017,45216654.1,2021-06-16,2002,INE511C01022
MAGNUM,BE,7.3,7.3,6.75,7.25,7.15,7,32569,232650.2,2021-06-16,100,INE387I01016
MAHABANK,EQ,26.4,26.4,25.75,25.85,25.9,26.2,4132059,107392950.3,2021-06-16,7856,INE457A01014
MAHAPEXLTD,BE,88.95,88.95,81.55,85.9,85.9,85.25,11458,948286.85,2021-06-16,57,INE843B01013
MAHASTEEL,EQ,100.55,102.45,94.9,95.55,95.45,100.55,102190,9953326.85,2021-06-16,3505,INE451L01014
MAHEPC,EQ,159.85,162.25,157.5,158.7,158,159.45,105678,16810012.2,2021-06-16,2254,INE215D01010
MAHESHWARI,EQ,110,110.3,108.05,108.45,108.8,108.05,13431,1462305.1,2021-06-16,344,INE263W01010
MAHICKRA,SM,91.8,92.8,91,91,91,84.1,4500,413400,2021-06-16,3,INE961Y01015
MAHINDCIE,EQ,216.95,217.9,212,215.45,214.15,214.9,175706,37845788,2021-06-16,6473,INE536H01010
MAHLIFE,EQ,621.9,666,621,635.45,639.95,614.65,194625,125223578.5,2021-06-16,12914,INE813A01018
MAHLOG,EQ,601.8,611.95,575,577.4,577,594.15,228857,135556051.3,2021-06-16,12279,INE766P01016
MAHSCOOTER,EQ,3825,3841.15,3765,3800.4,3812.25,3812.2,2194,8332562.9,2021-06-16,608,INE288A01013
MAHSEAMLES,EQ,318.5,333.7,310.55,323.6,322.25,313.4,933413,305550272,2021-06-16,19607,INE271B01025
MAITHANALL,EQ,870,905,855,882.8,888,863.25,443117,393464713.2,2021-06-16,19462,INE683C01011
MAJESCO,EQ,91.15,94.95,91.15,91.15,91.15,95.9,705247,65024422.7,2021-06-16,9348,INE898S01029
MALUPAPER,EQ,34.35,35.05,32.9,33.55,33.1,34.25,144958,4919450.25,2021-06-16,1296,INE383H01017
MAN50ETF,EQ,162.68,163.06,161.68,161.96,161.9,167.14,7675,1246559.62,2021-06-16,204,INF769K01EG9
MANAKALUCO,BE,19.05,19.7,18.6,18.7,18.65,19.4,67974,1278233.6,2021-06-16,337,INE859Q01017
MANAKCOAT,EQ,15.95,16.4,15.4,15.7,15.9,15.95,330384,5186955.75,2021-06-16,1277,INE830Q01018
MANAKSIA,EQ,69,69,63.9,66.25,66.25,73.5,1028536,68095179.65,2021-06-16,9058,INE015D01022
MANAKSTEEL,EQ,26.3,26.75,24.5,24.95,25,25.8,364261,9364856.4,2021-06-16,1624,INE824Q01011
MANALIPETC,BE,80.1,81.2,78.5,79.6,79,80.55,366567,29112011.45,2021-06-16,1927,INE201A01024
MANAPPURAM,EQ,168,169.45,165.85,167.7,166.75,168.3,5120486,859932297.8,2021-06-16,34871,INE522D01027
MANGALAM,EQ,150.25,156.6,141.9,144.05,144,147.35,681187,101928243.6,2021-06-16,14152,INE584F01014
MANGCHEFER,EQ,85.8,89.8,83.8,88.55,88.9,85.4,1202011,105544528.5,2021-06-16,10525,INE558B01017
MANGLMCEM,EQ,322.6,323.15,317.8,319.1,317.8,319.35,59871,19199455.45,2021-06-16,3401,INE347A01017
MANGTIMBER,EQ,14.05,14.05,13.55,13.75,13.65,13.4,44294,616553.15,2021-06-16,147,INE805B01012
MANINDS,EQ,112.8,112.9,105.95,108.1,108.75,111.95,315105,34742587,2021-06-16,5426,INE993A01026
MANINFRA,EQ,60,60.25,57.5,57.85,57.5,59.95,847382,49609829.4,2021-06-16,3833,INE949H01023
MANUGRAPH,EQ,15.5,15.5,14.5,14.75,14.65,15.15,18006,266381.05,2021-06-16,164,INE867A01022
MANXT50,EQ,390.86,391.07,386.52,387.73,386.93,390.77,3349,1299266.22,2021-06-16,47,INF769K01FN2
MARALOVER,EQ,45.2,45.7,43.25,43.55,43.4,44.6,23011,1017186.85,2021-06-16,245,INE882A01013
MARATHON,EQ,72.9,72.9,69.4,69.95,69.4,71.55,40870,2892050.45,2021-06-16,541,INE182D01020
MARICO,EQ,506.1,511.7,499.2,505.95,505.95,506.15,1545379,779006267.5,2021-06-16,45395,INE196A01026
MARINE,EQ,69.05,69.7,66.1,66.65,66.9,69.05,757021,50898589.2,2021-06-16,6524,INE01JE01028
MARKSANS,EQ,88.5,91.35,85.75,86.5,86.15,88.9,12955381,1139948947,2021-06-16,48566,INE750C01026
MARSHALL,SM,14.75,15,14.55,15,15,15.25,12000,177900,2021-06-16,4,INE00SZ01018
MARUTI,EQ,7166,7193.75,7070,7114.25,7108.5,7166.25,283007,2014823315,2021-06-16,45004,INE585B01010
MASFIN,EQ,898.2,898.2,863,872.35,870,898.3,60625,52928844.35,2021-06-16,5196,INE348L01012
MASKINVEST,BE,34.4,34.4,32.45,32.6,32.6,32.8,1325,43622.7,2021-06-16,18,INE885F01015
MASTEK,EQ,2055,2221,2038,2193.3,2196.65,2076.7,381188,819559540.7,2021-06-16,30093,INE759A01021
MATRIMONY,EQ,993.05,1009.05,950.35,963.55,972,986.85,14240,13938451.6,2021-06-16,2400,INE866R01028
MAWANASUG,EQ,63.05,63.85,61,61.1,61,64.2,291347,17947216.5,2021-06-16,2032,INE636A01039
MAXHEALTH,EQ,250.2,254.95,248.1,253.4,253.5,251.6,889688,223875348.3,2021-06-16,11035,INE027H01010
MAXIND,EQ,70.95,74.4,70.1,72.45,72.15,70.2,1071319,77730628.6,2021-06-16,4884,INE0CG601016
MAXVIL,EQ,76.8,76.8,73,73.2,73,75.1,254738,18891658.15,2021-06-16,4847,INE154U01015
MAYURUNIQ,EQ,504,511.9,492,495.55,493.65,503.75,73112,36818119.85,2021-06-16,4771,INE040D01038
MAZDA,EQ,652,652,623.2,631.95,631.5,644,8933,5677088.15,2021-06-16,1182,INE885E01034
MAZDOCK,EQ,257,263.4,251.05,259.85,258,256,2285343,589388406.2,2021-06-16,27953,INE249Z01012
MBAPL,EQ,124.7,124.7,109.25,111.4,111.95,118.85,56116,6403614.05,2021-06-16,582,INE900L01010
MBECL,BE,9.25,9.45,9,9.1,9.15,9.25,42446,388054.15,2021-06-16,105,INE748A01016
MBLINFRA,EQ,25.4,25.65,24.65,25.65,25.65,24.45,408837,10423248.95,2021-06-16,1154,INE912H01013
MCDHOLDING,EQ,66.9,68.45,62.3,63.55,63.65,65.55,99214,6364891.5,2021-06-16,1270,INE836H01014
MCDOWELL-N,EQ,654.95,660.85,640.35,652.25,651.2,652.75,1441743,938715015.1,2021-06-16,44268,INE854D01024
MCL,EQ,94,94,85.95,88.25,89.8,91.75,158950,13999252.8,2021-06-16,1404,INE813V01022
MCLEODRUSS,EQ,36.25,39.15,35.45,39.15,39.15,37.3,2240780,82872185.45,2021-06-16,4696,INE942G01012
MCX,EQ,1546.2,1558.45,1535.2,1537.75,1536.15,1546.15,67099,103641703.3,2021-06-16,5615,INE745G01035
MEGASOFT,BE,12.95,12.95,12.5,12.8,12.85,12.85,30291,386832.9,2021-06-16,131,INE933B01012
MELSTAR,BZ,2.65,2.75,2.55,2.75,2.75,2.65,38330,101738.8,2021-06-16,23,INE817A01019
MENONBE,EQ,69,70.55,66.3,67.05,67.45,68.05,99260,6808534.45,2021-06-16,1515,INE071D01033
MEP,EQ,26,27.3,25.3,25.65,25.5,26.65,1180834,31091735.3,2021-06-16,2982,INE776I01010
MERCATOR,EQ,1.65,1.65,1.65,1.65,1.65,1.6,421762,695907.3,2021-06-16,145,INE934B01028
METALFORGE,BZ,8.65,8.65,7.85,7.9,7.85,8.25,26609,221761.4,2021-06-16,147,INE425A01011
METROPOLIS,EQ,2910.7,2931.25,2771,2784.8,2786,2887.9,144406,409711736.1,2021-06-16,14045,INE112L01020
MFSL,EQ,1024,1044.05,1019,1022.15,1022,1024.7,1039422,1072179403,2021-06-16,39880,INE180A01020
MGEL,EQ,50.9,50.9,47.15,47.25,47.75,48.75,67566,3205633.05,2021-06-16,189,INE0APB01016
MGL,EQ,1270,1277,1244.3,1248.75,1246.35,1265.8,857467,1079868366,2021-06-16,30048,INE002S01010
MHHL,SM,26.25,27.5,26,27.5,27.5,26.8,36000,952650,2021-06-16,10,INE450S01011
MHRIL,EQ,270,270.05,260.3,261.35,262,267.65,567985,150459114.5,2021-06-16,10004,INE998I01010
MIDHANI,EQ,213,215.35,207.1,208.3,208.6,212.6,1244381,262157362.8,2021-06-16,15700,INE099Z01011
MINDACORP,EQ,135.9,138.25,132.5,135.55,135.65,134.8,1196264,162678479.2,2021-06-16,9963,INE842C01021
MINDAIND,EQ,644.5,662,639.05,654.8,655.95,637.4,1574288,1028118553,2021-06-16,45319,INE405E01023
MINDSPACE,RR,290.15,295,288.1,288.95,288.95,292.27,118000,34370790,2021-06-16,194,INE0CCU25019
MINDTECK,EQ,71.95,71.95,69.15,69.6,69.5,70.6,28412,1989979.2,2021-06-16,644,INE110B01017
MINDTREE,EQ,2472,2485,2435.4,2466.65,2467.35,2469.7,354244,873589199,2021-06-16,28334,INE018I01017
MIRCELECTR,EQ,17.75,17.75,17.75,17.75,17.75,18.65,197990,3514322.5,2021-06-16,360,INE831A01028
MIRZAINT,EQ,57,57.4,55,55.6,55.5,57.1,799464,44944632.95,2021-06-16,8222,INE771A01026
MITCON,SM,38.25,38.25,38.25,38.25,38.25,36.45,2000,76500,2021-06-16,1,INE828O01033
MITTAL,EQ,12.4,12.4,12.1,12.2,12.35,12.3,50554,620439.65,2021-06-16,200,INE997Y01019
MMFL,EQ,592.6,595,575,586.15,595,586.6,7051,4139904.85,2021-06-16,428,INE227C01017
MMP,EQ,101.6,103.4,100.15,101.2,101,101.25,17349,1761222.5,2021-06-16,444,INE511Y01018
MMTC,EQ,61.4,61.7,57.25,58.65,58.8,59.8,14711832,889027706.1,2021-06-16,42871,INE123F01029
MODIRUBBER,BE,74.05,76.5,74.05,75.95,75.95,75.75,2239,168703.95,2021-06-16,57,INE832A01018
MODISNME,EQ,68.75,68.75,65,65.95,65.65,67.7,122077,8074773.8,2021-06-16,1505,INE737D01021
MOGSEC,EQ,48.32,48.37,48.19,48.28,48.28,48.39,452,21817.87,2021-06-16,12,INF247L01AK4
MOHITIND,EQ,12.45,12.45,12.45,12.45,12.45,11.9,7556,94072.2,2021-06-16,39,INE954E01012
MOHOTAIND,EQ,8.25,8.25,7.75,7.95,8.05,8.1,99823,795383.6,2021-06-16,255,INE313D01013
MOIL,EQ,190,191.55,185.65,186.15,186.35,188.95,529665,99412859.1,2021-06-16,7279,INE490G01020
MOKSH,EQ,79.1,79.95,78.1,78.95,79.9,80,27209,2168618.55,2021-06-16,195,INE514Y01012
MOLDTECH,EQ,59.65,59.65,57.75,58.1,58.55,58.55,38966,2272488.6,2021-06-16,1084,INE835B01035
MOLDTEKPP,E1,373.8,373.9,331.1,350.8,350.45,351.2,634,225719.6,2021-06-16,60,IN9893J01019
MOLDTKPAC,EQ,503,503.9,490.55,492.4,495,497.6,26678,13236241.3,2021-06-16,1919,INE893J01029
MOLDTKPAC,W1,330.1,330.1,330.05,330.05,330.05,335,75,24755,2021-06-16,2,INE893J13016
MOM100,EQ,28.51,28.85,28.41,28.5,28.58,28.69,428060,12247922.95,2021-06-16,912,INF247L01023
MOM50,EQ,156,156.95,151.47,155.82,155.55,157.18,2355,366810.64,2021-06-16,64,INF247L01536
MON100,EQ,1014.9,1016,1012,1015.62,1015.57,1021.86,37395,37922703.21,2021-06-16,1932,INF247L01031
MONTECARLO,EQ,312,312.1,303.4,307.55,306,307.05,37752,11593116.65,2021-06-16,1477,INE950M01013
MORARJEE,EQ,18.5,18.9,17.5,18.7,18.85,18.1,46137,845454,2021-06-16,252,INE161G01027
MOREPENLAB,EQ,68.95,69.6,65.15,66,65.9,68.8,5943273,397219911.9,2021-06-16,24138,INE083A01026
MOTHERSUMI,EQ,246,254.3,243.75,245.4,245.35,245.95,18761186,4673777695,2021-06-16,130455,INE775A01035
MOTILALOFS,EQ,813,828.6,802,814.15,814.1,810.95,317521,258886047.2,2021-06-16,9391,INE338I01027
MOTOGENFIN,EQ,22.85,22.85,20.95,21.4,21.45,22,12385,268364.8,2021-06-16,240,INE861B01023
MPHASIS,EQ,2050,2110,2031,2098.75,2095.5,2061.45,1039899,2170180540,2021-06-16,45743,INE356A01018
MPSLTD,EQ,557.95,557.95,550,552,552,555.2,11113,6138976.6,2021-06-16,683,INE943D01017
MRF,EQ,82799,83150,82350.05,82554.3,82450.05,82862.7,10103,835593058.5,2021-06-16,6906,INE883A01011
MRO-TEK,EQ,27.4,28.75,27.4,28.45,28.6,28.55,4887,137833.3,2021-06-16,61,INE398B01018
MRPL,EQ,55.25,56.2,53.55,53.9,53.9,54.85,8873419,485819427.4,2021-06-16,26442,INE103A01014
MSPL,BE,12.1,12.1,11.4,11.55,11.65,12,158016,1829468.35,2021-06-16,401,INE752G01015
MSTCLTD,EQ,271.4,271.7,263,264.3,264.95,269.8,307731,82118567.6,2021-06-16,5468,INE255X01014
MTARTECH,EQ,1029.3,1029.3,1000,1006.85,1012.9,1021.2,200789,202069546.2,2021-06-16,8035,INE864I01014
MTEDUCARE,EQ,13.1,13.7,12.25,12.95,12.9,12.75,2597609,33871984.7,2021-06-16,5186,INE472M01018
MTNL,EQ,21.15,21.25,20.65,20.8,20.75,21,1016091,21256265.95,2021-06-16,3018,INE153A01019
MUKANDENGG,BE,19,19.85,19,19.85,19.85,18.95,1740,34454,2021-06-16,13,INE022B01014
MUKANDLTD,BE,118,119.75,116.5,117.95,117.75,118,35174,4147515.2,2021-06-16,124,INE304A01026
MUKANDLTD,P1,5.9,5.9,5.4,5.85,5.6,5.9,1445,8179,2021-06-16,15,INE304A04012
MUKTAARTS,EQ,37.55,37.6,36.65,36.85,37.6,37.3,11469,426133.05,2021-06-16,207,INE374B01019
MUNJALAU,EQ,69.8,70.1,67.8,68.25,68.1,69.85,360106,24846242.7,2021-06-16,3805,INE672B01032
MUNJALSHOW,EQ,162.6,166.5,157.3,163.7,163.6,161.8,229923,37643267.7,2021-06-16,4308,INE577A01027
MURUDCERA,EQ,26.75,27.55,26,26.25,26.1,26.45,130106,3471144.8,2021-06-16,1290,INE692B01014
MUTHOOTCAP,EQ,426,443,425,429.05,426,426.35,140693,61283727.15,2021-06-16,6989,INE296G01013
MUTHOOTFIN,EQ,1514.45,1542,1497,1514.65,1509.4,1516.75,1851954,2820456198,2021-06-16,64983,INE414G01012
NABARD,N2,1249.35,1249.35,1245,1245,1245,1243.35,529,658756.85,2021-06-16,5,INE261F07032
NACLIND,EQ,78.3,80.1,76.2,77.9,78.2,78,171111,13321902.35,2021-06-16,1921,INE295D01020
NAGAFERT,EQ,9.1,9.6,9,9.6,9.6,9.15,1240259,11577430.55,2021-06-16,1521,INE454M01024
NAGREEKCAP,EQ,8.1,8.45,8.1,8.45,8.45,8.05,3194,26283.9,2021-06-16,8,INE245I01016
NAGREEKEXP,EQ,30.75,30.9,28.35,30.7,30.3,29.45,138193,4238725.45,2021-06-16,528,INE123B01028
NAHARCAP,EQ,163,163,155.5,156.95,156.9,157.1,38401,6051959.4,2021-06-16,1438,INE049I01012
NAHARINDUS,EQ,77.3,77.3,74.55,76.55,76.4,75.45,121051,9212947.4,2021-06-16,947,INE289A01011
NAHARPOLY,EQ,162,162,152.65,154.8,154.1,159.55,63442,9950713.45,2021-06-16,2023,INE308A01027
NAHARSPING,EQ,188.3,188.3,184.1,188.3,188.3,179.35,92115,17338974.25,2021-06-16,454,INE290A01027
NAM-INDIA,EQ,372.95,372.95,364.2,366.9,366.5,372.1,1178876,433276782.2,2021-06-16,19160,INE298J01013
NANDANI,SM,37.55,37.6,37.55,37.6,37.6,35.85,20000,751750,2021-06-16,4,INE696V01013
NARMADA,SM,10.5,10.5,10.5,10.5,10.5,10,7200,75600,2021-06-16,1,INE117Z01011
NATCOPHARM,EQ,1110,1149,1082.35,1130.75,1131,1107.3,1423886,1603928178,2021-06-16,35896,INE987B01026
NATHBIOGEN,EQ,412.5,413.7,402,405.4,404.2,407.3,31734,12887435.6,2021-06-16,1751,INE448G01010
NATIONALUM,EQ,72,72.15,69.5,69.95,69.85,71.85,20417398,1437329465,2021-06-16,39256,INE139A01034
NAUKRI,EQ,4910,4999,4876,4896.65,4877,4896.5,747954,3694603434,2021-06-16,68301,INE663F01024
NAVINFLUOR,EQ,3380,3415,3335.25,3358.3,3343.2,3354.95,191111,644484270.4,2021-06-16,19359,INE048G01026
NAVKARCORP,EQ,42.55,43.5,41.2,41.55,41.7,41.9,1124984,47399511,2021-06-16,4358,INE278M01019
NAVNETEDUL,EQ,95,96,93.7,94.05,94.05,94.25,719053,68478920.8,2021-06-16,12537,INE060A01024
NAZARA,EQ,1680,1691.95,1650,1662.95,1663.95,1679.15,169691,282705490.7,2021-06-16,11498,INE418L01021
NBCC,EQ,57.6,57.85,55.55,56.1,56.1,57.65,23893220,1347612403,2021-06-16,56772,INE095N01031
NBIFIN,EQ,2328.05,2432.05,2306.55,2380.3,2397,2319.1,4510,10763146.45,2021-06-16,1725,INE365I01020
NBVENTURES,EQ,117.7,125.95,113.4,121,120,117.35,3673979,443868809.3,2021-06-16,29349,INE725A01022
NCC,EQ,90,90,86.2,86.9,86.95,89.9,5528843,484166824.2,2021-06-16,25796,INE868B01028
NCLIND,EQ,218.4,224,217.7,222.4,223.5,216.35,554095,122979160.3,2021-06-16,12248,INE732C01016
NCPSESDL24,EQ,105.24,105.29,105.24,105.27,105.27,105.3,10469,1102162.66,2021-06-16,18,INF204KB18W4
NDGL,EQ,1042.9,1195.7,1008,1195.7,1195.7,996.45,7335,8499325.7,2021-06-16,817,INE756C01015
NDL,BE,46.95,46.95,46.05,46.45,46.25,46.65,30921,1435617.3,2021-06-16,125,INE875G01030
NDRAUTO,EQ,217.4,220,216.2,219.8,219.95,217.05,5435,1189501.5,2021-06-16,409,INE07OG01012
NDTV,EQ,72.35,74,71.45,72.65,72.4,71.55,66562,4846132.65,2021-06-16,883,INE155G01029
NECCLTD,EQ,12.7,12.95,12.2,12.6,12.6,12.65,152924,1940169.15,2021-06-16,390,INE553C01016
NECLIFE,EQ,41.55,41.95,39.5,39.7,39.75,41.7,1614811,64932393.4,2021-06-16,8294,INE023H01027
NELCAST,EQ,77.7,78.95,76.1,77.3,77.15,77.55,235042,18216361.95,2021-06-16,4717,INE189I01024
NELCO,EQ,269.45,272.4,261.1,264,263,269.45,251265,66855558.9,2021-06-16,7023,INE045B01015
NEOGEN,EQ,868.85,871.95,847.55,849.55,849.85,861.75,63675,54499345.7,2021-06-16,7719,INE136S01016
NESCO,EQ,575,582.4,566.1,568.4,569.45,574.4,50630,29058045.1,2021-06-16,2855,INE317F01035
NESTLEIND,EQ,17650.2,18068.5,17613.05,17965.2,17951,17684.8,116962,2094799939,2021-06-16,26738,INE239A01016
NETF,EQ,195.28,195.28,195.28,195.28,195.28,195.09,39,7615.92,2021-06-16,9,INF277K015R5
NETFCONSUM,EQ,69.51,69.51,67.23,68.2,68.57,68.67,5766,393650.33,2021-06-16,147,INF204KA1LD7
NETFDIVOPP,EQ,41.35,41.35,40.15,40.35,40.35,40.5,3121,126354.93,2021-06-16,74,INF204KA1MS3
NETFGILT5Y,EQ,48.3,48.3,48.21,48.23,48.23,48.42,38,1832.41,2021-06-16,4,INF204KC1030
NETFIT,EQ,29,29.28,28.5,28.8,28.77,28.82,738153,21216032.26,2021-06-16,2412,INF204KB15V2
NETFLTGILT,EQ,22.67,22.67,22.53,22.55,22.58,22.59,12676,286407.35,2021-06-16,75,INF204KB1882
NETFMID150,EQ,104.98,104.98,103,103.23,103.05,103.95,70646,7309947.91,2021-06-16,804,INF204KB1V68
NETFNIF100,EQ,166,170,164.42,165.41,165.35,166.79,717,118901.27,2021-06-16,76,INF204K014N5
NETFNV20,EQ,87.55,88.9,87.12,87.24,87.21,87.55,12552,1098789.32,2021-06-16,106,INF204KB18I3
NETFSDL26,EQ,103.67,103.67,103.56,103.57,103.57,103.8,42334,4388731.98,2021-06-16,7,INF204KC1022
NETWORK18,EQ,55.7,56.15,52.7,53.85,53.85,55,2334668,126946215.2,2021-06-16,7073,INE870H01013
NEULANDLAB,BE,2117.9,2117.9,2038,2043.2,2040,2079.15,19944,40992178.7,2021-06-16,1527,INE794A01010
NEWGEN,EQ,505,524,495,503.15,500,499.25,1425022,731065160.4,2021-06-16,98709,INE619B01017
